ID,Name,Sector,From Municipality,To Municipality,Location,Geometry,Cost,Stage,Schedule,Website,Related Links,Developer,Recently Added,Construction Contractor,Image Filename,Image Source,Details
512,Dorcas Seniors Housing,Residential,Athabasca,,"(54.713680267334, -113.28157043457)",,$8000000.00,Announced,,,"[{""url"":""http://www.athabascaadvocate.com/article/20140617/ATH0801/306179987/0/ath/-8-to-10-million-seniors-housing-project-proposed-for-athabascaandtemplate=JQMArticle"",""text"":""Jun 17, 2014 - Athabasca Advocate""}]",Dorcas Housing Inc.,false,,,,"Aging in place"" seniors housing project in Athabasca that includes 20 seniors villas, 36 seniors apartments and a complex for assisted living located north of Pleasant Valley Lodge (seniors lodge)."
513,Clairmont Seniors Complex,Institutional,County of Grande Prairie No. 1,,"(55.2597274780273, -118.794479370117)",,$19600000.00,Announced,2015 - 2016,,,Grande Spirit Foundation,false,,,,Seniors lodging and apartments. Planned construction start Summer 2015.
514,Bonnybrook  Wastewater FOG Receiving Facility,Infrastructure,Calgary,,"(51.0483016967773, -114.054969787598)",,$9700000.00,Under Construction,2014 - 2015,,,City of Calgary,false,Maple Reinders,,,
517,Family Crisis Emergency Shelter,Residential,Regional Municipality of Wood Buffalo,,"(56.7191848754883, -111.375640869141)",,$38000000.00,Announced,2013 - 2017,http://www.fmmfcs.com/campaign/index.html,"[{""url"":""http://www.fortmcmurraytoday.com/2014/01/22/construction-to-start-this-year-on-emergency-shelter"",""text"":""Jan 22, 2014 - Fort McMurray Today""}]",Fort McMurray Family Crisis Society,false,Casman Construction,,,"This women's and children's shelter will expand the current facilities from 9 bedrooms to 45 over 22,000 sq ft, along with communal dining area and child development centre."
518,Chain Lakes Spillway,Infrastructure,M.D. of Ranchland No. 66,,"(50.3473014831543, -113.77799987793)",,$13900000.00,Under Construction,2013 - 2015,,"[{""url"":""http://www.nantonnews.com/2011/08/29/new-spillway-dam-planned-for-chain-lakes"",""text"":""Aug 29, 2011 - Nanton News""}, {""url"":""http://www.nantonnews.com/2013/07/09/new-spillway-planned-for-chain-lakes"",""text"":""Jul 9, 2013 - Nanton News""}]",Alberta Environment / Alberta Sustainable Resource Development,false,Innovative Civil Constructors,,,"Recent flooding has reached dangerous heights on the existing dam, this will increase height of the dam and upgrade riparian gates in Chain Lakes Provincial Park."
527,LNG Production Plant and other facilities,Oil and Gas,Sturgeon County,,"(53.7999992370605, -113.199996948242)",,$4000000000.00,Announced,,,"[{""url"":""http://globalnews.ca/news/1411491/qingdao-sinoenergy-backs-alberta-companys-pitch-for-liquefied-natural-gas-plant/"",""text"":""Jun 23, 2014 - Global News""}]",Gascana AB Energy Ltd.,false,,,,Liquified natural gas production plant plus up to five other facilities all located in one industrial park to be built in three phases over five years. The liquefied natural gas would be transported to market in rail cars to British Columbia for export to China.
528,Jasper Park Lodge Renovations,Tourism / Recreation,Jasper,,"(52.8839988708496, -118.047500610352)",,$16000000.00,Announced,2014 - 2016,http://www.fairmont.com/jasper/,"[{""url"":""http://www.edmontonjournal.com/Jasper+Park+Lodge+luxurious+makeover/10371634/story.html"",""text"":""Nov 11, 2014 - Edmonton Journal""}]",Fairmont Hotels,false,,,,"A two-year, $16-million renovation will give the 446 guest rooms, meeting rooms, great hall, lounges and restaurants at the Fairmont Jasper Park Lodge a new and luxurious feel. 40 guest rooms will be fully renovated by the end of November 2014, work on another 122 rooms begins in the first of two phases in January 2015, and by the summer of 2016 every room will be redone."
531,Wastewater Lagoon Expansion,Infrastructure,Didsbury,,"(51.6641998291016, -114.137001037598)",,$8000000.00,Completed,2013 - 2015,,"[{""url"":""http://www.mountainviewgazette.ca/article/20131008/MVG0801/310089998/-1/mvg/council-redesignates-land-for-didsbury-lagoon"",""text"":""Oct 8, 2013 - Mountain View Gazette""}, {""url"":""http://www.didsburyreview.ca/article/20141021/DID0801/310219975/-1/did/council-ratifies-borrowing-17-million-for-lagoon"",""text"":""Oct 21, 2014 - Didsbury Review""}]",Town of Didsbury,false,,https://farm9.staticflickr.com/8708/16287819514_ddb1653916_o.jpg,"Wastewater Lagoon Expansion, courtesy of the Town of Didsbury.","Work on Phase 1 of the project to increase the size of the town?s upper lagoon began in December 2013. New pipe and under-liner drains were installed, while work is continuing on installing a new liner. Work on the lower lagoon is expected to start in 2015 with completion slated in the same year."
536,Shell Place,Tourism / Recreation,Regional Municipality of Wood Buffalo,,"(56.7389984130859, -111.384002685547)",,$127000000.00,Under Construction,2012 - 2015,http://www.onerecreation.ca/sites/default/files/shellplace/shellplace_partnership.pdf,"[{""url"":""http://www.fortmcmurraytoday.com/2012/10/21/shell-buys-naming-rights-for-macisland-expansion"",""text"":""Oct 21, 2012 - Fort McMurray Today""}, {""url"":""http://www.fortmcmurraytoday.com/2014/10/19/turf-installed-at-shell-place"",""text"":""Oct 19, 2014 - Fort McMurray Today""}]",Regional Municipality of Wood Buffalo / Macdonald Island Park Corp.,false,Clark Builders / Turner Construction,https://farm9.staticflickr.com/8614/16550784659_baab7a0c85_b.jpg,"Shell Place (MacDonald Island Park Expansion), courtesy of Architecture | Tkalcic Bengert and 360 Architecture.","This massive new recreational facility includes a stadium, baseball centre, field house, conference centre, community park, outdoor rink, stage, among many other amenities.  Launch is expected in 2015."
542,High Prairie K to 9 School,Institutional,High Prairie,,"(55.9249000549316, -115.86799621582)",,$15300000.00,Announced,2013 - 2014,,,Alberta Education,false,,,,
547,Royal Oak and Saddle Ridge Middle Schools,Institutional,Calgary,,"(51.1479988098145, -114.223999023438)",,$32800000.00,Announced,2015 - 2016,http://www.infrastructure.alberta.ca/documents/WEBSITE_May_Update_-_Capital_Plan_Details.pdf,"[{""url"":""http://globalnews.ca/news/525573/calgary-school-officials-and-parents-await-new-school-announcements/"",""text"":""May 1, 2013 - Global News""}]",Alberta Infrastructure,false,Lear Construction,,,
550,Canadian Tire Store,Commercial / Retail,Cochrane,,"(51.1800003051758, -114.470001220703)",,$12000000.00,Announced,,,,Canadian Tire Real Estate Ltd.,false,Eton-West Const Alta Ltd.,,,Construction is planned to start in April.
551,Hinton Training Centre Expansion,Institutional,Hinton,,"(53.3992881774902, -117.579330444336)",,$75000000.00,Announced,2015 - 2018,https://extranet.gov.ab.ca/srd/HTC/,"[{""url"":""http://www.hintonparklander.com/2014/06/30/hinton-training-centre-needs-75m-upgrade-director"",""text"":""Jul 2, 2014 - Hinton Parklander""}]",Alberta Infrastructure / Alberta Sustainable Resource Development,false,,,,The $75 million project would include four building additions: a cold storage facility; an amenity building for food services with a fitness centre; a new academic building wing including a new 200-seat lecture theatre; and a 100-room single-occupancy dormitory.
556,Whitemud Equine Centre Expansion,Tourism / Recreation,Edmonton,,"(53.5057182312012, -113.546783447266)",,$6500000.00,Announced,,http://welca.ca/future,"[{""url"":""http://metronews.ca/news/edmonton/1089159/city-of-edmonton-canters-ahead-with-whitemud-equine-centre/"",""text"":""Jul 7, 2014 - Metro News""}]",City of Edmonton / Whitemud Equine Learning Centre,false,,,,"Phase 1 will replace older facilities scheduled for demolition in 2016 while adding new stables, classrooms, riding ring, meeting space, and washrooms."
559,Redcliff Water Treatment Plant,Infrastructure,Redcliff,,"(50.060001373291, -110.790000915527)",,$12500000.00,Under Construction,2014 - 2015,http://www.redcliff.ca/utilities/,"[{""url"":""http://medicinehatnews.com/news/local-news/2014/12/11/redcliff-to-take-cheaper-route-with-sewer-system-upgrade/"",""text"":""Dec 11, 2014 - Medicine Hat News""}]",Town of Redcliff,false,MPECO,,,
560,Willow at Sherwood Condos,Residential,Calgary,,"(51.159984588623, -114.14404296875)",,$12000000.00,Announced,,http://www.aviurban.com/willow/,"[{""url"":""http://www.calgarysun.com/2014/06/14/put-down-roots-in-willow-at-sherwood"",""text"":""Jun 14, 2014 - Calgary Sun""}]",Homes by Avi,false,,,,"Covers buildings 3-7 and 10, which are 3-storey buildings covering 83 units, scheduled for completion in 2015."
563,Orchard on Twelfth Condos,Residential,Calgary,,"(51.0410003662109, -114.073997497559)",,$130000000.00,Announced,,http://fortressrealdevelopments.com/wp-content/uploads/Orchard-Project-page1.pdf,"[{""url"":""http://www.calgaryherald.com/business/Proposed+downtown+condo+project+will+include+apple+orchard/10032226/story.html"",""text"":""Jul 14, 2014 - Calgary Herald""}]",Lamb Development Corp.,false,Scott Construction,,,"This is a two tower residential project just northeast of Stampede Park, both planned at 31 storeys on a 61,000 sq ft parcel of land, which includes a one acre apple orchard."
579,Terwillegar Park Footbridge,Tourism / Recreation,Edmonton,,"(53.4960403442383, -113.584602355957)",,$28000000.00,Under Construction,2014 - 2016,http://www.edmonton.ca/city_government/budget_taxes/2012budget-parks.aspx,"[{""url"":""http://www.edmontonsun.com/2014/04/08/terwillegar-park-footbridge-talks-suspended-after-edmonton-executive-committee-hears-complaints-from-residents"",""text"":""Apr 8, 2014 - Edmonton Sun""}]",City of Edmonton / River Valley Alliance,false,,,,Footbridge joining Terwillegar and Centennial Valley Lands
